name,path,slug,ev_ebitda,pe,pb,roce,roe,promoter_holding,sales_growth_3y,mkt_cap,cmp
RUCHINFRA,/company/RUCHINFRA/consolidated/,RUCHINFRA,7.19,,,,,,,137.37,5.82
ENFUSE,/company/ENFUSE/,ENFUSE,-31.11,,,,,,,137.14,155.00
JOCIL,/company/JOCIL/,JOCIL,7.14,,,,,,,137.02,154.30
POSITRON,/company/POSITRON/,POSITRON,2.14,,,,,,,136.81,180.00
ACCORDTS,/company/544710/,544710,17.06,,,,,,,136.81,66.50
DEVIT,/company/DEVIT/consolidated/,DEVIT,22.81,,,,,,,136.46,24.21
KEYFINSERV,/company/KEYFINSERV/consolidated/,KEYFINSERV,9.02,,,,,,,136.41,245.05
HARSHDEEP,/company/544105/,544105,7.04,,,,,,,136.11,84.57
EMMIL,/company/EMMIL/consolidated/,EMMIL,7.03,,,,,,,136.03,120.10
AARNAV,/company/AARNAV/,AARNAV,7.78,,,,,,,135.88,32.17
MITCON,/company/MITCON/consolidated/,MITCON,6.28,,,,,,,135.52,77.80
WORTH,/company/538451/,538451,27.51,,,,,,,135.31,3.65
TEXMOPIPES,/company/TEXMOPIPES/consolidated/,TEXMOPIPES,4.61,,,,,,,134.97,46.23
CORALFINAC,/company/CORALFINAC/,CORALFINAC,6.93,,,,,,,134.89,33.47
PROFX,/company/PROFX/,PROFX,4.92,,,,,,,134.78,77.00
URAVIDEF,/company/URAVIDEF/consolidated/,URAVIDEF,30.63,,,,,,,134.75,118.20
AMBARPIL,/company/519471/,519471,9.68,,,,,,,134.15,233.30
LACTOSE,/company/524202/,524202,9.23,,,,,,,133.95,106.40
WINSOL,/company/WINSOL/,WINSOL,8.04,,,,,,,133.81,116.00
JAFINANCE,/company/543860/,543860,80.56,,,,,,,133.75,125.60
VJTFEDU,/company/509026/consolidated/,509026,-90.11,,,,,,,133.58,75.90
TBI,/company/TBI/,TBI,5.20,,,,,,,133.56,73.55
JKAGRI,/company/536493/consolidated/,536493,14.13,,,,,,,133.50,287.90
VITAL,/company/VITAL/consolidated/,VITAL,17.36,,,,,,,133.46,55.72
LATIMMETAL,/company/505693/,505693,8.77,,,,,,,133.36,10.20
ENSER,/company/ENSER/,ENSER,8.89,,,,,,,133.36,15.30
WEPSOLN,/company/532373/,532373,8.36,,,,,,,133.26,36.06
AZTEC,/company/544177/consolidated/,544177,10.69,,,,,,,133.21,97.95
DUNCANENG,/company/504908/,504908,13.93,,,,,,,133.20,360.00
ISFT,/company/ISFT/consolidated/,ISFT,8.33,,,,,,,133.12,81.61
MUKTAARTS,/company/MUKTAARTS/consolidated/,MUKTAARTS,6.69,,,,,,,133.03,58.90
AGOL,/company/542579/,542579,4.47,,,,,,,132.99,3.99
YAASHVI,/company/544770/,544770,5.58,,,,,,,132.87,75.40
ENVIRO,/company/ENVIRO/,ENVIRO,7.33,,,,,,,132.47,70.50
RISHILASE,/company/526861/,526861,12.60,,,,,,,132.22,132.35
LAGNAM,/company/LAGNAM/,LAGNAM,6.73,,,,,,,132.16,74.80
NATPLASTI,/company/531287/,531287,6.88,,,,,,,131.99,217.15
ALPA,/company/ALPA/consolidated/,ALPA,15.52,,,,,,,131.95,62.71
AAYUSH,/company/539528/consolidated/,539528,28.64,,,,,,,131.85,27.09
SPML,/company/544738/,544738,7.85,,,,,,,131.79,150.00
SONAL,/company/SONAL/consolidated/,SONAL,11.95,,,,,,,131.14,88.98
OCCL,/company/506579/consolidated/,506579,4.34,,,,,,,131.12,131.25
CROWN,/company/CROWN/,CROWN,7.58,,,,,,,130.78,112.84
INDIANCARD,/company/INDIANCARD/consolidated/,INDIANCARD,8.76,,,,,,,130.69,219.97
CAPPIPES,/company/538817/consolidated/,538817,13.20,,,,,,,130.60,8.50
MAGNUM,/company/MAGNUM/,MAGNUM,5.08,,,,,,,129.98,19.00
AIROLAM,/company/AIROLAM/consolidated/,AIROLAM,10.15,,,,,,,129.71,86.46
THAKDEV,/company/THAKDEV/consolidated/,THAKDEV,7.33,,,,,,,129.60,144.00
SPECTSTM,/company/SPECTSTM/consolidated/,SPECTSTM,5.97,,,,,,,129.32,56.00
SHRIGANG,/company/523309/,523309,4.72,,,,,,,129.30,60.88
YASHHTEJ,/company/544708/,544708,9.71,,,,,,,129.25,56.00
STEELCITY,/company/STEELCITY/consolidated/,STEELCITY,3.08,,,,,,,129.24,85.55
PREMCO,/company/PREMCO/consolidated/,PREMCO,11.25,,,,,,,129.20,390.95
TRUSTEDGE,/company/532056/,532056,88.63,,,,,,,129.19,140.00
PCCOSMA,/company/524136/,524136,9.39,,,,,,,129.16,487.40
ICONIKSPEV,/company/511260/,511260,20.33,,,,,,,129.07,38.14
ESCORP,/company/540455/,540455,14.34,,,,,,,128.79,115.85
SAMPANN,/company/SAMPANN/consolidated/,SAMPANN,13.13,,,,,,,128.75,25.19
GRAVITY,/company/532015/,532015,5.11,,,,,,,128.65,16.49
AJCJEWEL,/company/544425/,544425,9.58,,,,,,,128.56,211.85
VISHWARAJ,/company/VISHWARAJ/,VISHWARAJ,-93.48,,,,,,,128.52,5.90
SURANASOL,/company/SURANASOL/,SURANASOL,12.65,,,,,,,128.48,26.11
HAPPY,/company/HAPPY/,HAPPY,11.34,,,,,,,128.08,89.65
NSBBPO,/company/544571/consolidated/,544571,6.52,,,,,,,128.02,64.10
HECPROJECT,/company/HECPROJECT/,HECPROJECT,7.07,,,,,,,127.65,117.78
BIKEWO,/company/BIKEWO/consolidated/,BIKEWO,23.60,,,,,,,127.56,97.80
ARCHITORG,/company/524640/,524640,8.30,,,,,,,127.52,62.14
ATIL,/company/544671/consolidated/,544671,9.01,,,,,,,127.38,93.05
DACHEPALLI,/company/544667/,544667,6.55,,,,,,,127.37,85.05
RAJABAH,/company/503127/consolidated/,503127,19.73,,,,,,,127.25,5090.00
BSL,/company/BSL/,BSL,10.97,,,,,,,127.19,123.58
VIRYA,/company/512479/consolidated/,512479,-336.74,,,,,,,127.19,847.90
INDBANK,/company/INDBANK/,INDBANK,3.88,,,,,,,126.84,28.58
MRIL,/company/MRIL/,MRIL,3.44,,,,,,,126.66,57.30
CHLOGIST,/company/531977/,531977,41.91,,,,,,,126.50,9.95
LKPSEC,/company/LKPSEC/consolidated/,LKPSEC,2.59,,,,,,,126.42,15.28
MCFL,/company/544106/,544106,11.87,,,,,,,126.36,117.00
PANAFIC,/company/538860/,538860,68.35,,,,,,,126.14,2.56
SIL,/company/SIL/consolidated/,SIL,1.72,,,,,,,126.02,19.59
SCDL,/company/544746/,544746,6.37,,,,,,,125.90,63.50
SKPMIL,/company/500388/,500388,12.24,,,,,,,125.89,93.10
TICL,/company/TICL/consolidated/,TICL,51.29,,,,,,,125.86,8.12
LAHOTIOV,/company/LAHOTIOV/consolidated/,LAHOTIOV,6.42,,,,,,,125.67,43.08
DESCO,/company/544387/,544387,5.86,,,,,,,125.66,163.70
APMIN,/company/523537/,523537,9.82,,,,,,,125.43,58.04
BENGALTEA,/company/532230/,532230,9.37,,,,,,,125.41,139.25
SHEEL,/company/SHEEL/,SHEEL,8.96,,,,,,,125.37,61.60
RSDFIN,/company/RSDFIN/consolidated/,RSDFIN,5.56,,,,,,,125.26,96.75
KANSHST,/company/513456/,513456,9.00,,,,,,,125.25,44.04
SANCTRN,/company/523116/,523116,8.72,,,,,,,125.09,694.95
TIRUSTA,/company/524582/,524582,9.02,,,,,,,125.00,130.35
ELNET,/company/517477/,517477,1.36,,,,,,,124.94,312.35
ANIKINDS,/company/ANIKINDS/consolidated/,ANIKINDS,93.53,,,,,,,124.88,45.00
DCG,/company/DCG/,DCG,7.08,,,,,,,124.87,68.80
HRMNYCP,/company/530055/,530055,73.68,,,,,,,124.58,102.73
RDGAIL,/company/544552/consolidated/,544552,9.22,,,,,,,124.26,140.00
NAGTECH,/company/531832/consolidated/,531832,65.52,,,,,,,124.15,40.50
HINDTINWRK,/company/530315/,530315,5.72,,,,,,,123.55,118.80
VISAMAN,/company/VISAMAN/,VISAMAN,12.38,,,,,,,123.03,61.40
VIJAYPD,/company/VIJAYPD/,VIJAYPD,15.95,,,,,,,123.03,63.00
WHBRADY,/company/WHBRADY/consolidated/,WHBRADY,10.55,,,,,,,122.96,482.20
NAGAFERT,/company/NAGAFERT/consolidated/,NAGAFERT,-18.00,,,,,,,122.60,2.05
CITYSQUARE,/company/544514/,544514,12.59,,,,,,,122.41,137.85
CURIS,/company/CURIS/,CURIS,12.34,,,,,,,122.36,151.35
HINDCON,/company/HINDCON/consolidated/,HINDCON,15.33,,,,,,,122.35,23.90
ALUWIND,/company/ALUWIND/,ALUWIND,8.91,,,,,,,122.25,49.20
GLOBUSCON,/company/526025/,526025,-234.96,,,,,,,122.20,12.35
CHEMCRUX,/company/CHEMCRUX/consolidated/,CHEMCRUX,11.04,,,,,,,121.67,82.16
KOHINOOR,/company/KOHINOOR/consolidated/,KOHINOOR,39.95,,,,,,,121.48,32.77
Farm Peace,/company/id/1286141/,id,10.62,,,,,,,121.42,
PMCFIN,/company/534060/,534060,10.52,,,,,,,121.05,1.70
ISERA,/company/534920/,534920,5990.00,,,,,,,121.01,143.90
FYNX,/company/507962/,507962,-43.07,,,,,,,121.00,6.05
SAMRATFORG,/company/543229/,543229,11.50,,,,,,,121.00,242.00
ISHANCH,/company/ISHANCH/,ISHANCH,22.52,,,,,,,120.93,44.29
AKSHOPTFBR,/company/AKSHOPTFBR/consolidated/,AKSHOPTFBR,13.68,,,,,,,120.88,7.43
BHILSPIN,/company/514272/,514272,12.23,,,,,,,120.78,133.40
KREBSBIO,/company/KREBSBIO/,KREBSBIO,-933.35,,,,,,,120.63,55.95
INTLCOMBQ,/company/505737/,505737,34.69,,,,,,,120.62,504.70
VGCL,/company/VGCL/consolidated/,VGCL,4.38,,,,,,,120.54,52.62
STRIDERS,/company/STRIDERS/consolidated/,STRIDERS,12.66,,,,,,,120.45,64.70
MCPL,/company/544073/,544073,7.63,,,,,,,120.41,87.21
GSLSU,/company/GSLSU/consolidated/,GSLSU,30.23,,,,,,,120.24,28.37
ONELIFECAP,/company/ONELIFECAP/consolidated/,ONELIFECAP,8.43,,,,,,,120.22,32.18
AESTHETIK,/company/AESTHETIK/consolidated/,AESTHETIK,11.01,,,,,,,120.20,69.80
DHAMPURE,/company/531923/consolidated/,531923,12.69,,,,,,,120.10,137.55
VISTARAMAR,/company/538565/,538565,5.55,,,,,,,119.89,208.15
VANDU,/company/544329/consolidated/,544329,7.72,,,,,,,119.73,66.92
ASSAMENT,/company/ASSAMENT/,ASSAMENT,36.87,,,,,,,119.50,830.00
EMIAC,/company/544747/,544747,6.56,,,,,,,119.37,97.50
PURETROP,/company/530077/,530077,5.66,,,,,,,119.19,173.50
VALUE360,/company/VALUE360/consolidated/,VALUE360,7.09,,,,,,,119.07,74.00
XELPMOC,/company/XELPMOC/consolidated/,XELPMOC,-18.78,,,,,,,118.79,80.14
GANGESSECU,/company/GANGESSECU/consolidated/,GANGESSECU,20.12,,,,,,,118.75,118.71
KIFS,/company/535566/,535566,12.85,,,,,,,118.64,109.65
SMFIL,/company/513418/,513418,96.02,,,,,,,118.52,11.62
SPCON,/company/SPCON/consolidated/,SPCON,8.37,,,,,,,117.91,150.00
LATTEYS,/company/LATTEYS/,LATTEYS,18.18,,,,,,,117.87,20.50
METHODHUB,/company/544637/consolidated/,544637,2.57,,,,,,,117.70,62.43
AAATECH,/company/AAATECH/,AAATECH,36.42,,,,,,,117.67,91.74
VSL,/company/540252/,540252,11.96,,,,,,,117.66,10.37
RAJSREESUG,/company/RAJSREESUG/,RAJSREESUG,13.38,,,,,,,117.53,35.47
BHARATAGRI,/company/531862/,531862,29.09,,,,,,,117.29,22.19
GSTL,/company/540654/consolidated/,540654,15.92,,,,,,,117.10,34.07
AVROIND,/company/AVROIND/,AVROIND,12.62,,,,,,,117.00,8.72
KAJARIR,/company/513693/,513693,6.98,,,,,,,116.96,32.95
ITL,/company/ITL/consolidated/,ITL,8.30,,,,,,,116.81,364.55
JAYESH,/company/JAYESH/,JAYESH,7.89,,,,,,,116.81,134.40
OBCL,/company/OBCL/consolidated/,OBCL,40.75,,,,,,,116.36,55.19
USK,/company/USK/,USK,5.07,,,,,,,116.19,20.99
DUROPLY,/company/516003/,516003,8.48,,,,,,,116.14,107.06
SILL,/company/544810/,544810,7.44,,,,,,,115.85,94.50
GODAVARI,/company/530317/,530317,16.82,,,,,,,115.70,106.01
AMDIND,/company/AMDIND/,AMDIND,6.17,,,,,,,115.61,60.32
WEIZMANIND,/company/WEIZMANIND/consolidated/,WEIZMANIND,8.12,,,,,,,115.43,74.50
CHOKSILA,/company/526546/,526546,11.70,,,,,,,115.10,165.25
VLEGOV,/company/VLEGOV/,VLEGOV,-50.02,,,,,,,115.07,10.61
SWASTIKAAL,/company/544452/,544452,20.16,,,,,,,115.07,140.95
SAMKRG,/company/520075/,520075,3.66,,,,,,,114.70,116.80
OKPLA,/company/526415/consolidated/,526415,6.30,,,,,,,114.69,3.16
FORGEAUTO,/company/FORGEAUTO/consolidated/,FORGEAUTO,6.39,,,,,,,114.66,105.00
REPL,/company/REPL/consolidated/,REPL,-14.95,,,,,,,114.52,63.19
BCPL,/company/BCPL/consolidated/,BCPL,7.56,,,,,,,114.47,68.45
SURYALAXMI,/company/SURYALAXMI/,SURYALAXMI,6.58,,,,,,,114.32,60.79
TOTAL,/company/TOTAL/consolidated/,TOTAL,6.00,,,,,,,114.31,70.88
INDSILHYD,/company/522165/,522165,6.28,,,,,,,114.28,41.12
THACKER,/company/THACKER/consolidated/,THACKER,22.04,,,,,,,114.21,1050.00
NEXOME,/company/508905/consolidated/,508905,5.92,,,,,,,113.74,105.95
GROBTEA,/company/GROBTEA/,GROBTEA,9.66,,,,,,,113.64,977.65
GROVY,/company/539522/,539522,22.94,,,,,,,113.61,64.90
SAMBHAAV,/company/SAMBHAAV/consolidated/,SAMBHAAV,24.75,,,,,,,113.52,5.94
CRSL,/company/CRSL/,CRSL,-8.67,,,,,,,113.27,2.73
VALENCIA,/company/542910/consolidated/,542910,68.77,,,,,,,113.09,57.00
PRODOCS,/company/544643/consolidated/,544643,6.92,,,,,,,112.80,160.00
TYCHE,/company/532384/,532384,4.43,,,,,,,112.19,109.45
MAKERSL,/company/MAKERSL/consolidated/,MAKERSL,5.79,,,,,,,112.05,189.90
DHARNI,/company/543753/consolidated/,543753,18.61,,,,,,,112.04,55.00
SRIVASAVI,/company/SRIVASAVI/,SRIVASAVI,14.05,,,,,,,111.98,79.00
GTL,/company/GTL/,GTL,-124.75,,,,,,,111.84,7.11
MTL,/company/544751/,544751,8.20,,,,,,,111.83,107.00
BNALTD,/company/BNALTD/consolidated/,BNALTD,8.19,,,,,,,111.60,360.00
SCOOBEEDAY,/company/531234/,531234,-34.51,,,,,,,111.49,65.89
SHRIKRISH,/company/SHRIKRISH/consolidated/,SHRIKRISH,17.53,,,,,,,111.41,39.79
MOTOGENFIN,/company/MOTOGENFIN/consolidated/,MOTOGENFIN,-13.72,,,,,,,111.19,28.71
KDL,/company/KDL/consolidated/,KDL,1.84,,,,,,,111.16,92.45
OPTIFIN,/company/OPTIFIN/consolidated/,OPTIFIN,7.66,,,,,,,110.89,14.84
SVJ,/company/543799/,543799,79.26,,,,,,,110.86,199.00
MEGAFLEX,/company/MEGAFLEX/,MEGAFLEX,10.90,,,,,,,110.39,91.00
DUCON,/company/DUCON/consolidated/,DUCON,7.17,,,,,,,110.37,1.92
ZENITHEXPO,/company/ZENITHEXPO/,ZENITHEXPO,53.59,,,,,,,110.21,204.10
MDL,/company/MDL/consolidated/,MDL,15.27,,,,,,,109.99,62.00
CUBEXTUB,/company/CUBEXTUB/,CUBEXTUB,9.90,,,,,,,109.97,76.80
NCLRESE,/company/530557/,530557,-31.52,,,,,,,109.89,0.70
NORBTEAEXP,/company/NORBTEAEXP/,NORBTEAEXP,85.22,,,,,,,109.88,70.69
RTL,/company/RTL/,RTL,23.85,,,,,,,109.88,83.25
PHARMAID,/company/524572/,524572,-13.22,,,,,,,109.65,31.09
EY,/company/512099/consolidated/,512099,180.30,,,,,,,109.63,546.25
BIHARSPONG,/company/500058/,500058,8.80,,,,,,,109.60,12.15
ROLLT,/company/ROLLT/consolidated/,ROLLT,-162.85,,,,,,,109.31,4.37
GARGFUR,/company/530615/,530615,7.96,,,,,,,109.08,160.20
SHYAMDHANI,/company/SHYAMDHANI/,SHYAMDHANI,7.81,,,,,,,108.86,52.70
ESARIND,/company/531502/,531502,3.40,,,,,,,108.79,13.53
PARVATI,/company/541347/,541347,-33.26,,,,,,,108.73,7.29
MODAIRY,/company/519287/,519287,9.11,,,,,,,108.64,36.19
AMARJOTHI,/company/AMARJOTHI/consolidated/,AMARJOTHI,4.98,,,,,,,108.63,160.94
VAISHALI,/company/VAISHALI/,VAISHALI,16.13,,,,,,,108.54,8.32
KEMP,/company/506530/,506530,3590.33,,,,,,,108.00,1000.00
TCIIND,/company/532262/,532262,125.95,,,,,,,108.00,1200.00
VIPPYSP,/company/514302/,514302,5.60,,,,,,,107.69,183.45
SYLVANPLY,/company/SYLVANPLY/,SYLVANPLY,7.11,,,,,,,107.63,55.55
MGSL,/company/MGSL/,MGSL,6.92,,,,,,,107.61,73.80
SOMICONVEY,/company/SOMICONVEY/,SOMICONVEY,11.35,,,,,,,107.58,91.33
SATTVAENGG,/company/SATTVAENGG/,SATTVAENGG,5.64,,,,,,,107.43,61.50
RICHA,/company/RICHA/,RICHA,10.52,,,,,,,107.35,78.00
OSWALSEEDS,/company/OSWALSEEDS/consolidated/,OSWALSEEDS,5.10,,,,,,,107.20,11.72
SHYAMCENT,/company/SHYAMCENT/,SHYAMCENT,-19.07,,,,,,,106.72,5.03
REXNORD,/company/531888/,531888,6.01,,,,,,,106.58,80.38
VISDEM,/company/VISDEM/,VISDEM,8.20,,,,,,,106.57,103.75
CONCORD,/company/538965/,538965,21.03,,,,,,,106.48,80.82
MINID,/company/523373/consolidated/,523373,37.65,,,,,,,106.30,4.51
ROXHITECH,/company/ROXHITECH/,ROXHITECH,4.85,,,,,,,106.20,46.30
VIGOR,/company/VIGOR/,VIGOR,5.66,,,,,,,106.10,102.50
DTL,/company/DTL/consolidated/,DTL,11.54,,,,,,,105.74,128.00
CHEMTECH,/company/537326/,537326,7.91,,,,,,,105.70,57.33
LOVABLE,/company/LOVABLE/,LOVABLE,24.16,,,,,,,105.63,71.37
HOLMARC,/company/HOLMARC/,HOLMARC,14.03,,,,,,,105.58,105.05
JOLYPLS,/company/507968/,507968,-277.42,,,,,,,105.57,43.30
DIKSHA,/company/544798/,544798,15.99,,,,,,,105.49,203.00
TITANSEC,/company/530045/consolidated/,530045,91.36,,,,,,,105.21,42.05
JEYYAM,/company/JEYYAM/,JEYYAM,5.52,,,,,,,105.21,22.15
VARIMAN,/company/540570/consolidated/,540570,16.38,,,,,,,105.15,5.39
LOYALTEX,/company/LOYALTEX/consolidated/,LOYALTEX,64.53,,,,,,,105.14,218.14
Apana Logistics,/company/id/1286153/,id,9.68,,,,,,,105.06,
MANILAM,/company/MANILAM/consolidated/,MANILAM,12.07,,,,,,,104.87,48.00
NAPL,/company/538926/,538926,218.10,,,,,,,104.68,197.65
HINDHARD,/company/505893/,505893,10.12,,,,,,,104.67,697.80
MRP,/company/543262/consolidated/,543262,11.28,,,,,,,104.65,91.00
EMKAYTOOLS,/company/EMKAYTOOLS/,EMKAYTOOLS,186.27,,,,,,,104.58,98.00
AEGEUS,/company/544858/consolidated/,544858,16.27,,,,,,,104.26,124.50
BASANTGL,/company/524687/,524687,8.89,,,,,,,104.22,11.50
SMARTEN,/company/SMARTEN/consolidated/,SMARTEN,7.87,,,,,,,104.22,54.85
THRIVE,/company/523120/consolidated/,523120,-69.12,,,,,,,104.14,92.00
OVAL,/company/544498/consolidated/,544498,5.00,,,,,,,103.83,49.99
KHFM,/company/KHFM/,KHFM,14.70,,,,,,,103.71,44.95
DEEPAKSPIN,/company/514030/,514030,4.02,,,,,,,103.17,143.50
PIONRINV,/company/PIONRINV/consolidated/,PIONRINV,7.22,,,,,,,103.16,83.89
COMPUSOFT,/company/COMPUSOFT/consolidated/,COMPUSOFT,13.07,,,,,,,103.02,13.02
AUTOINT,/company/512277/,512277,4.53,,,,,,,102.89,295.60
MOBILISE,/company/MOBILISE/,MOBILISE,9.42,,,,,,,102.87,108.15
GARNETINT,/company/512493/consolidated/,512493,33.26,,,,,,,102.85,52.38
SURATRAML,/company/530185/,530185,5.98,,,,,,,102.82,4.63
KKJEWELS,/company/KKJEWELS/,KKJEWELS,5.17,,,,,,,102.75,98.00
MINALIND,/company/MINALIND/consolidated/,MINALIND,33.43,,,,,,,102.67,5.35
FONEBOX,/company/FONEBOX/,FONEBOX,4.03,,,,,,,102.60,100.00
PROPSHOP,/company/PROPSHOP/,PROPSHOP,9.01,,,,,,,102.56,70.10
NARMADA,/company/NARMADA/,NARMADA,17.54,,,,,,,102.50,13.51
GANGAPA,/company/531813/,531813,17.87,,,,,,,102.49,95.00
SBVCL,/company/544074/,544074,7.02,,,,,,,102.49,125.60
PALUCK,/company/544897/,544897,4.77,,,,,,,102.32,49.14
CRANESSOFT,/company/512093/consolidated/,512093,-292.63,,,,,,,102.31,5.33
TECHKGREEN,/company/543991/,543991,7.36,,,,,,,102.25,138.50
MUL,/company/539219/consolidated/,539219,5.13,,,,,,,102.16,7.67
URBAN,/company/URBAN/,URBAN,4.08,,,,,,,101.84,117.60
ARTNIRMAN,/company/ARTNIRMAN/,ARTNIRMAN,31.88,,,,,,,101.40,40.63
NEWINFRA,/company/531959/consolidated/,531959,-51.77,,,,,,,101.29,1.93
NAVKARURB,/company/NAVKARURB/,NAVKARURB,20.25,,,,,,,100.99,0.90
BHANDARI,/company/BHANDARI/,BHANDARI,6.82,,,,,,,100.89,3.03
MAINFRA,/company/531540/,531540,35.91,,,,,,,100.88,10.76
ULTRACAB,/company/538706/,538706,11.92,,,,,,,100.83,8.20
ANKIN,/company/531673/consolidated/,531673,61.49,,,,,,,100.77,19.55
DBSTOCKBRO,/company/DBSTOCKBRO/consolidated/,DBSTOCKBRO,0.88,,,,,,,100.21,28.63
DIGJAMLMTD,/company/DIGJAMLMTD/,DIGJAMLMTD,37.33,,,,,,,99.92,49.96
ASPIRA,/company/540788/,540788,66.76,,,,,,,99.84,97.00
FASCINATE,/company/FASCINATE/,FASCINATE,5.16,,,,,,,99.84,72.55
BEARDSELL,/company/BEARDSELL/consolidated/,BEARDSELL,4.38,,,,,,,99.82,25.31
LYKISLTD,/company/530689/consolidated/,530689,10.13,,,,,,,99.78,51.50
JSLINDL,/company/504080/,504080,16.38,,,,,,,99.66,849.00
ZMILGFIN,/company/511018/,511018,-66.15,,,,,,,99.54,46.21
AIML,/company/534064/,534064,57.09,,,,,,,99.53,2.52
NIYATILEAS,/company/511523/,511523,21.91,,,,,,,99.51,49.76
SOTAC,/company/SOTAC/consolidated/,SOTAC,7.46,,,,,,,99.51,90.05
RISHIROOP,/company/526492/,526492,6.62,,,,,,,99.43,108.50
BAPACK,/company/523186/,523186,8.03,,,,,,,99.40,200.40
CALCOM,/company/517236/consolidated/,517236,10.30,,,,,,,99.31,71.01
RESGEN,/company/543805/consolidated/,543805,6.49,,,,,,,99.30,47.34
HINDAPL,/company/531918/consolidated/,531918,-665.16,,,,,,,99.26,99.00
PACIFICI,/company/PACIFICI/consolidated/,PACIFICI,7.75,,,,,,,99.13,143.82
ACKNIT,/company/530043/,530043,8.97,,,,,,,98.97,325.55
AAIL,/company/530621/,530621,8.54,,,,,,,98.89,91.67
CLASSICEIL,/company/CLASSICEIL/,CLASSICEIL,4.74,,,,,,,98.72,54.95
NARMADESH,/company/544680/,544680,16.61,,,,,,,98.61,318.00
SLONE,/company/SLONE/,SLONE,6.05,,,,,,,98.53,187.00
BAGFILMS,/company/BAGFILMS/consolidated/,BAGFILMS,9.92,,,,,,,98.28,4.51
JETFREIGHT,/company/JETFREIGHT/,JETFREIGHT,6.51,,,,,,,98.28,21.18
DENISCHEM,/company/537536/,537536,3.91,,,,,,,98.11,70.70
SCML,/company/SCML/,SCML,6.06,,,,,,,97.89,81.00
KESARENT,/company/507180/,507180,-14.53,,,,,,,97.87,9.71
INVENTURE,/company/INVENTURE/consolidated/,INVENTURE,1.49,,,,,,,97.65,0.93
KCK,/company/KCK/,KCK,140.49,,,,,,,97.63,15.35
MPKSTEELS,/company/544553/,544553,8.79,,,,,,,96.72,95.00
KCEIL,/company/KCEIL/,KCEIL,4.63,,,,,,,96.69,79.10
JAGSONSER,/company/530601/,530601,-17.28,,,,,,,96.67,53.10
VIAZ,/company/VIAZ/consolidated/,VIAZ,10.99,,,,,,,96.57,67.50
BVCL,/company/BVCL/consolidated/,BVCL,8.81,,,,,,,96.35,43.48
PURVFLEXI,/company/PURVFLEXI/consolidated/,PURVFLEXI,7.92,,,,,,,96.10,45.80
HILTON,/company/HILTON/,HILTON,9.21,,,,,,,95.88,18.63
SALAUTO,/company/539353/,539353,8.75,,,,,,,95.86,199.90
KEN,/company/KEN/consolidated/,KEN,2.83,,,,,,,95.81,39.00
RUNGTAIR,/company/530449/,530449,11.23,,,,,,,95.80,48.09
RACHIT,/company/544503/,544503,12.10,,,,,,,95.76,194.00
UTKAL,/company/UTKAL/,UTKAL,9.39,,,,,,,95.62,48.95
PARTYCRUS,/company/PARTYCRUS/consolidated/,PARTYCRUS,3.87,,,,,,,95.56,79.70
RETAGGIO,/company/544391/,544391,9.52,,,,,,,95.54,46.63
RNPL,/company/RNPL/consolidated/,RNPL,8.45,,,,,,,95.47,79.00
AMBANIORGO,/company/AMBANIORGO/,AMBANIORGO,9.29,,,,,,,95.02,110.00
HIGHNESS,/company/544741/,544741,10.72,,,,,,,94.91,183.80
PHOTON,/company/509084/,509084,52.47,,,,,,,94.57,348.05
PARMSILK,/company/540467/consolidated/,540467,8.70,,,,,,,94.47,314.80
DYNAVSN,/company/517238/consolidated/,517238,8.25,,,,,,,94.33,245.65
MAL,/company/MAL/,MAL,6.63,,,,,,,94.30,38.20
SHETRON,/company/526137/,526137,6.59,,,,,,,94.23,104.70
TITANIN,/company/521005/,521005,8.25,,,,,,,94.13,1.00
NATHIND,/company/502587/,502587,6.05,,,,,,,94.07,49.51
ARABIAN,/company/ARABIAN/,ARABIAN,6.88,,,,,,,93.94,86.25
JAMESWARREN,/company/538564/,538564,7.97,,,,,,,93.87,253.70
KONSTELEC,/company/KONSTELEC/consolidated/,KONSTELEC,7.05,,,,,,,93.70,62.05
EXCELLENT,/company/EXCELLENT/,EXCELLENT,39.36,,,,,,,93.65,209.50
APL,/company/544445/,544445,17.55,,,,,,,93.59,109.95
MARUSHIKA,/company/MARUSHIKA/,MARUSHIKA,6.08,,,,,,,93.56,109.60
MUKESHB,/company/MUKESHB/consolidated/,MUKESHB,12.91,,,,,,,93.35,133.91
MOXSH,/company/MOXSH/,MOXSH,19.61,,,,,,,93.27,99.00
USASEEDS,/company/USASEEDS/,USASEEDS,10.20,,,,,,,93.19,92.40
ICDSLTD,/company/ICDSLTD/consolidated/,ICDSLTD,68.39,,,,,,,93.08,71.45
PARAGON,/company/PARAGON/,PARAGON,6.69,,,,,,,92.94,47.50
INDINFO,/company/509051/,509051,142.88,,,,,,,92.92,0.55
PANYAMCEM,/company/500322/,500322,20.16,,,,,,,92.81,115.70
SELLOWRAP,/company/SELLOWRAP/consolidated/,SELLOWRAP,5.82,,,,,,,92.77,67.50
PATINTLOG,/company/PATINTLOG/,PATINTLOG,5.12,,,,,,,92.69,13.32
SERVICE,/company/SERVICE/,SERVICE,12.36,,,,,,,92.57,69.45
GUJCONT,/company/513507/,513507,6.10,,,,,,,92.35,163.45
ABH,/company/ABH/consolidated/,ABH,9.67,,,,,,,92.24,80.70
