name,path,slug,ev_ebitda,pe,pb,roce,roe,promoter_holding,sales_growth_3y,mkt_cap,cmp
NITINCAST,/company/508875/,508875,15.85,,,,,,,202.52,393.90
AMBAAUTO,/company/AMBAAUTO/,AMBAAUTO,9.27,,,,,,,202.48,110.50
RRIL,/company/RRIL/consolidated/,RRIL,14.46,,,,,,,201.94,16.66
SAVERA,/company/512634/,512634,7.96,,,,,,,201.62,169.00
WATERBASE,/company/WATERBASE/,WATERBASE,-178.59,,,,,,,201.46,48.63
ASHUTOSH,/company/ASHUTOSH/,ASHUTOSH,7.99,,,,,,,201.25,
SHAHALLOYS,/company/SHAHALLOYS/consolidated/,SHAHALLOYS,36.71,,,,,,,200.97,101.50
LANDMARC,/company/532275/,532275,-480.48,,,,,,,200.90,2.05
EXIMROUTES,/company/EXIMROUTES/consolidated/,EXIMROUTES,14.10,,,,,,,200.83,107.10
MNFL,/company/544623/,544623,14.28,,,,,,,200.56,160.00
MAXIMUS,/company/540401/consolidated/,540401,12.92,,,,,,,200.52,14.74
ADCOUNTY,/company/544435/,544435,6.42,,,,,,,200.44,89.08
OXYGENTAPH,/company/524636/,524636,-39.21,,,,,,,200.38,54.18
TELGE,/company/544544/consolidated/,544544,14.68,,,,,,,200.21,204.50
SPITZE,/company/543464/consolidated/,543464,16.20,,,,,,,200.17,33.14
TAINWALCHM,/company/TAINWALCHM/,TAINWALCHM,18.39,,,,,,,200.03,213.71
SCAGRO,/company/526081/,526081,12.06,,,,,,,200.02,26.32
MUNISH,/company/MUNISH/,MUNISH,10.62,,,,,,,199.90,83.05
ANL,/company/544694/,544694,27.76,,,,,,,199.82,276.00
LAKSELECON,/company/504258/,504258,31.29,,,,,,,199.48,810.90
TECHLABS,/company/TECHLABS/consolidated/,TECHLABS,14.33,,,,,,,199.08,115.20
COMFINTE,/company/COMFINTE/consolidated/,COMFINTE,32.58,,,,,,,198.68,6.21
AASHKA,/company/543346/,543346,27.00,,,,,,,198.55,84.85
CAPRIHANS,/company/509486/,509486,9.09,,,,,,,198.48,112.65
EMAPARTNER,/company/EMAPARTNER/consolidated/,EMAPARTNER,7.74,,,,,,,198.41,85.35
ZODIACLOTH,/company/ZODIACLOTH/consolidated/,ZODIACLOTH,587.10,,,,,,,198.33,72.23
AVIVA,/company/512109/,512109,55.85,,,,,,,197.92,60.90
ELGNZ,/company/ELGNZ/consolidated/,ELGNZ,5.54,,,,,,,197.86,87.55
MACOBSTECH,/company/MACOBSTECH/consolidated/,MACOBSTECH,42.15,,,,,,,197.77,201.90
GLOBALVECT,/company/GLOBALVECT/,GLOBALVECT,9.58,,,,,,,197.62,141.16
JASCHIND,/company/500220/,500220,9.49,,,,,,,197.48,290.50
RFBL,/company/RFBL/,RFBL,15.90,,,,,,,197.36,84.65
JUSTO,/company/544542/,544542,5.91,,,,,,,197.29,104.95
VIPULLTD,/company/VIPULLTD/consolidated/,VIPULLTD,-13.01,,,,,,,197.06,13.98
KARTKIN,/company/501151/,501151,31.66,,,,,,,197.03,8075.00
TRADEUNO,/company/544594/,544594,7.55,,,,,,,197.00,110.10
NHCFOODS,/company/517554/consolidated/,517554,5.96,,,,,,,196.58,2.58
DRCSYSTEMS,/company/DRCSYSTEMS/consolidated/,DRCSYSTEMS,6.38,,,,,,,196.53,13.64
CNINFOTECH,/company/544343/consolidated/,544343,2.99,,,,,,,195.64,80.09
LAKHNNATNL,/company/504093/,504093,13.73,,,,,,,195.56,260.75
FIDEL,/company/FIDEL/consolidated/,FIDEL,11.41,,,,,,,195.26,142.00
ELFIN,/company/544724/,544724,19.85,,,,,,,195.22,100.50
ALSL,/company/535916/,535916,13.39,,,,,,,195.18,41.83
UMIYA-MRO,/company/UMIYA-MRO/consolidated/,UMIYA-MRO,9.99,,,,,,,195.10,104.42
DUCOL,/company/DUCOL/consolidated/,DUCOL,12.99,,,,,,,195.03,108.00
BROOKS,/company/BROOKS/consolidated/,BROOKS,12.56,,,,,,,194.62,66.07
GLOBALPET,/company/GLOBALPET/,GLOBALPET,22.89,,,,,,,194.49,165.00
MOS,/company/MOS/consolidated/,MOS,6.43,,,,,,,194.37,7.55
INTENTECH,/company/INTENTECH/consolidated/,INTENTECH,9.27,,,,,,,194.33,82.25
ABANSENT,/company/ABANSENT/consolidated/,ABANSENT,5.78,,,,,,,194.32,27.86
BAROEXT,/company/513502/,513502,15.09,,,,,,,193.80,9.97
SHIVAM,/company/544165/consolidated/,544165,19.86,,,,,,,193.65,114.00
SPCENET,/company/SPCENET/consolidated/,SPCENET,5.95,,,,,,,193.60,3.41
NECCLTD,/company/NECCLTD/,NECCLTD,12.89,,,,,,,193.43,18.51
NTCIND,/company/NTCIND/consolidated/,NTCIND,7.95,,,,,,,193.34,133.16
AIRAN,/company/AIRAN/,AIRAN,8.05,,,,,,,193.03,15.44
PAR,/company/PAR/,PAR,6.56,,,,,,,192.83,156.71
QUINT,/company/QUINT/consolidated/,QUINT,57.20,,,,,,,192.04,40.68
GTIL,/company/544675/,544675,13.19,,,,,,,191.96,141.40
COROENGG,/company/533167/,533167,41.47,,,,,,,191.86,55.00
AJANTSOY,/company/519216/,519216,6.67,,,,,,,191.79,23.83
RATHIST,/company/504903/,504903,7.69,,,,,,,191.55,22.18
BGWTATO,/company/504646/,504646,7.60,,,,,,,191.36,664.45
ADON,/company/544809/,544809,5.96,,,,,,,191.04,83.00
JAYBEE,/company/JAYBEE/,JAYBEE,6.12,,,,,,,190.36,84.35
HINDADH,/company/HINDADH/,HINDADH,5.25,,,,,,,189.90,370.90
TRANSTEEL,/company/TRANSTEEL/,TRANSTEEL,6.62,,,,,,,189.74,75.90
JHACC,/company/531550/,531550,-124.23,,,,,,,189.68,170.85
VIKASECO,/company/VIKASECO/consolidated/,VIKASECO,14.08,,,,,,,189.25,1.07
EMERGENT,/company/506180/consolidated/,506180,30.87,,,,,,,189.20,414.00
BAMBINO,/company/519295/,519295,9.11,,,,,,,189.12,236.10
MODTHREAD,/company/MODTHREAD/,MODTHREAD,6.10,,,,,,,189.07,54.37
DEL,/company/542679/,542679,20.76,,,,,,,188.73,133.00
PILITA,/company/PILITA/,PILITA,26.12,,,,,,,188.47,8.02
EMERALD,/company/538882/consolidated/,538882,7.79,,,,,,,188.21,54.49
GOYALSALT,/company/GOYALSALT/,GOYALSALT,9.49,,,,,,,187.95,105.00
IPHL,/company/IPHL/consolidated/,IPHL,5.35,,,,,,,187.30,74.95
PARSHVA,/company/542694/,542694,346.59,,,,,,,187.08,183.60
RAMAVISION,/company/523289/,523289,14.91,,,,,,,186.68,179.05
RAPICUT,/company/500360/,500360,12.16,,,,,,,186.66,347.60
AFFORDABLE,/company/AFFORDABLE/,AFFORDABLE,15.92,,,,,,,186.62,157.47
DURLAX,/company/DURLAX/,DURLAX,8.51,,,,,,,186.61,64.50
POLYSIL,/company/POLYSIL/,POLYSIL,34.30,,,,,,,186.60,70.40
SUPERHOUSE,/company/SUPERHOUSE/consolidated/,SUPERHOUSE,5.86,,,,,,,186.58,169.23
RESONANCE,/company/524218/,524218,9.01,,,,,,,186.26,161.40
PHANTOMFX,/company/PHANTOMFX/consolidated/,PHANTOMFX,3.57,,,,,,,186.06,116.85
MHLXMIRU,/company/MHLXMIRU/,MHLXMIRU,4.33,,,,,,,185.74,174.89
CUDML,/company/CUDML/,CUDML,3.91,,,,,,,185.63,105.20
HVAX,/company/HVAX/,HVAX,9.25,,,,,,,185.22,667.00
SMRUTHIORG,/company/540686/,540686,10.16,,,,,,,184.80,161.45
GOURMET,/company/506134/consolidated/,506134,7.40,,,,,,,184.63,12.17
SATKARTAR,/company/SATKARTAR/,SATKARTAR,6.33,,,,,,,184.33,116.70
ESSENTIA,/company/ESSENTIA/consolidated/,ESSENTIA,37.60,,,,,,,184.30,1.05
DUGLOBAL,/company/DUGLOBAL/consolidated/,DUGLOBAL,14.75,,,,,,,183.81,25.55
ANYA,/company/ANYA/consolidated/,ANYA,10.47,,,,,,,183.60,15.30
SHUBHSHREE,/company/SHUBHSHREE/consolidated/,SHUBHSHREE,12.05,,,,,,,183.44,349.95
ALANSCOTT,/company/539115/consolidated/,539115,144.96,,,,,,,183.31,274.80
ZR2,/company/506640/consolidated/,506640,145.99,,,,,,,182.35,114.55
ARVEE,/company/ARVEE/,ARVEE,29.76,,,,,,,181.94,165.10
VIPCLOTHNG,/company/VIPCLOTHNG/,VIPCLOTHNG,11.01,,,,,,,181.61,20.15
TRIGYN,/company/TRIGYN/consolidated/,TRIGYN,-10.60,,,,,,,181.54,58.97
KRATIKAL,/company/544811/consolidated/,544811,19.39,,,,,,,181.49,163.50
EEPL,/company/EEPL/,EEPL,10.73,,,,,,,181.04,139.70
ARCL,/company/ARCL/consolidated/,ARCL,6.03,,,,,,,180.00,225.00
CPML,/company/542727/,542727,50.07,,,,,,,179.65,120.25
MURUDCERA,/company/MURUDCERA/,MURUDCERA,7.43,,,,,,,179.58,29.66
AMPL,/company/539598/consolidated/,539598,7.02,,,,,,,179.28,29.17
NIKITA,/company/NIKITA/,NIKITA,9.45,,,,,,,178.84,72.50
GIRIRAJ,/company/GIRIRAJ/,GIRIRAJ,7.81,,,,,,,178.57,74.65
SADHAV,/company/SADHAV/,SADHAV,9.28,,,,,,,178.51,110.65
FWSTC,/company/FWSTC/,FWSTC,9.73,,,,,,,178.25,175.15
LASTMILE,/company/526961/consolidated/,526961,10.15,,,,,,,178.24,5.01
SHREYANIND,/company/SHREYANIND/,SHREYANIND,114.35,,,,,,,178.18,128.93
KANCHI,/company/KANCHI/,KANCHI,10.58,,,,,,,177.97,409.70
KREONFIN,/company/530139/,530139,14.84,,,,,,,177.77,87.91
SANGAMFIN,/company/538714/,538714,13.95,,,,,,,177.41,38.06
DHOOTIN,/company/526971/,526971,2.55,,,,,,,177.22,280.50
PRARUH,/company/544538/,544538,11.75,,,,,,,177.05,127.10
SAKTHIFIN,/company/511066/,511066,7.53,,,,,,,176.71,27.31
SOMDUTTFIN,/company/511571/,511571,68.44,,,,,,,176.52,103.75
ROYALARC,/company/ROYALARC/,ROYALARC,9.33,,,,,,,176.49,159.00
WARDINMOBI,/company/WARDINMOBI/,WARDINMOBI,14.32,,,,,,,176.28,5.86
TTL,/company/TTL/,TTL,19.55,,,,,,,175.91,6.81
SURYALA,/company/SURYALA/consolidated/,SURYALA,3.79,,,,,,,175.74,411.85
AMRAPLIN,/company/526241/,526241,9.06,,,,,,,175.52,34.14
MENAMANI,/company/531127/,531127,151.55,,,,,,,175.36,15.09
EMMBI,/company/EMMBI/,EMMBI,7.88,,,,,,,175.09,91.00
SWADEIN,/company/506863/,506863,75.89,,,,,,,174.18,75.31
TILAK,/company/503663/,503663,8.88,,,,,,,173.82,1.30
DOLFIN,/company/542013/,542013,17.88,,,,,,,173.27,172.75
RAPIDFLEET,/company/RAPIDFLEET/,RAPIDFLEET,6.17,,,,,,,173.23,233.00
RPPL,/company/RPPL/,RPPL,5.26,,,,,,,172.91,23.29
PRAENG,/company/PRAENG/consolidated/,PRAENG,-22.81,,,,,,,172.68,24.69
RAINBOWF,/company/531694/,531694,12.90,,,,,,,172.57,34.78
SMR,/company/544774/,544774,5.30,,,,,,,172.55,92.50
INFLAME,/company/541083/,541083,11.37,,,,,,,172.48,230.25
HBESD,/company/HBESD/consolidated/,HBESD,9.35,,,,,,,172.43,75.10
RIKHAV,/company/544340/,544340,-1.74,,,,,,,172.31,45.00
MASTER,/company/MASTER/,MASTER,14.29,,,,,,,171.98,429.95
KLASSROOM,/company/544856/,544856,13.26,,,,,,,171.90,184.50
NIRAJ,/company/NIRAJ/,NIRAJ,5.10,,,,,,,171.44,28.72
RACE,/company/RACE/consolidated/,RACE,11.97,,,,,,,171.36,99.30
DHINDIA,/company/517514/consolidated/,517514,10.21,,,,,,,171.28,167.35
KVTOYS,/company/544641/,544641,13.03,,,,,,,171.26,272.70
SYSCHEM,/company/531173/,531173,8.44,,,,,,,171.25,31.94
GOLDKART,/company/GOLDKART/,GOLDKART,28.76,,,,,,,171.21,102.00
ACTIVE,/company/541144/,541144,9.77,,,,,,,171.02,110.25
Qualiance International,/company/id/1286146/,id,9.41,,,,,,,170.84,
GOLDENCREST,/company/540062/,540062,680.64,,,,,,,170.36,324.80
SKCIL,/company/530977/,530977,10.81,,,,,,,170.10,97.13
KVSCASTING,/company/544554/,544554,17.13,,,,,,,169.64,90.46
DHAVAL,/company/544854/,544854,13.36,,,,,,,169.51,123.40
SUPRAPFSL,/company/540168/,540168,8.29,,,,,,,168.94,34.38
MADHAVBAUG,/company/MADHAVBAUG/consolidated/,MADHAVBAUG,9.61,,,,,,,168.74,160.50
ACHYUT,/company/543499/,543499,271.08,,,,,,,168.47,6.98
VEL,/company/542803/consolidated/,542803,-18.99,,,,,,,168.21,65.13
FIL,/company/544707/,544707,8.23,,,,,,,167.97,214.00
METROGLOBL,/company/METROGLOBL/consolidated/,METROGLOBL,2.99,,,,,,,167.92,136.14
BYKE,/company/BYKE/,BYKE,5.41,,,,,,,167.87,32.11
WESTERNBIO,/company/523732/,523732,-19.17,,,,,,,167.21,63.32
PRITIKA,/company/PRITIKA/consolidated/,PRITIKA,11.30,,,,,,,167.02,63.35
NANTA,/company/544668/,544668,14.63,,,,,,,166.50,324.55
EARKART,/company/544549/,544549,17.11,,,,,,,166.42,121.00
VIRINCHI,/company/VIRINCHI/consolidated/,VIRINCHI,7.82,,,,,,,165.68,14.70
APLAB,/company/517096/,517096,91.86,,,,,,,165.02,73.28
WINSOMTX,/company/514470/,514470,3.93,,,,,,,164.74,83.12
MODULEX,/company/504273/consolidated/,504273,-18.61,,,,,,,164.17,15.64
BAIDFIN,/company/BAIDFIN/,BAIDFIN,8.26,,,,,,,164.04,10.12
GGAUTO,/company/531399/,531399,9.48,,,,,,,163.34,163.50
NEOCHEM,/company/NEOCHEM/,NEOCHEM,8.00,,,,,,,163.08,95.25
MADHURKNIT,/company/MADHURKNIT/,MADHURKNIT,9.10,,,,,,,163.00,85.75
NRVANDANA,/company/NRVANDANA/,NRVANDANA,10.36,,,,,,,162.83,69.90
CURRENT,/company/CURRENT/consolidated/,CURRENT,7.78,,,,,,,162.76,85.00
STEELCOGUJ,/company/500399/,500399,-18.97,,,,,,,162.69,258.40
GUJINJEC,/company/524238/,524238,39.49,,,,,,,162.60,11.10
AVANCE,/company/AVANCE/consolidated/,AVANCE,19.54,,,,,,,162.52,0.82
ATISHAY,/company/538713/,538713,15.90,,,,,,,162.27,147.10
AMJLAND,/company/AMJLAND/consolidated/,AMJLAND,6.76,,,,,,,161.83,39.47
CENTEXT,/company/CENTEXT/,CENTEXT,5.99,,,,,,,161.52,20.19
KPT,/company/505299/,505299,7.98,,,,,,,161.31,474.45
GALLARD,/company/544616/consolidated/,544616,9.18,,,,,,,161.26,169.75
DRSDILIP,/company/DRSDILIP/,DRSDILIP,14.92,,,,,,,161.17,107.00
RAPPID,/company/RAPPID/,RAPPID,16.56,,,,,,,160.69,309.50
METAINFO,/company/544441/,544441,8.69,,,,,,,160.57,85.04
MACPLASQ,/company/523248/,523248,10.33,,,,,,,160.22,260.95
AUROLAB,/company/530233/,530233,14.81,,,,,,,160.11,256.90
NBL,/company/543351/,543351,13.61,,,,,,,160.11,135.20
ETML,/company/ETML/consolidated/,ETML,8.26,,,,,,,159.61,81.95
SDREAMS,/company/SDREAMS/,SDREAMS,9.16,,,,,,,159.42,85.15
STRATMONT,/company/530495/,530495,30.30,,,,,,,159.27,55.89
GLOBALLOG,/company/544665/,544665,10.26,,,,,,,158.87,110.00
SAWALIYA,/company/SAWALIYA/,SAWALIYA,13.08,,,,,,,158.64,159.95
RAAJMEDI,/company/524502/,524502,15.10,,,,,,,158.38,96.43
VLL,/company/539167/,539167,-251.06,,,,,,,158.36,61.00
DTIL,/company/DTIL/consolidated/,DTIL,13.50,,,,,,,158.28,150.64
MCL,/company/MCL/,MCL,15.53,,,,,,,158.24,58.30
BHARATGEAR,/company/BHARATGEAR/,BHARATGEAR,4.02,,,,,,,158.05,102.93
QUESTFLOW,/company/543982/consolidated/,543982,19.68,,,,,,,157.92,153.95
LOYAL,/company/539227/,539227,12.26,,,,,,,157.64,146.10
CANDOUR,/company/522292/,522292,32.42,,,,,,,157.23,64.41
KEIL,/company/539620/,539620,11.28,,,,,,,156.68,18.37
AARADHYA,/company/AARADHYA/,AARADHYA,12.93,,,,,,,156.65,110.80
GSMFOILS,/company/GSMFOILS/,GSMFOILS,5.58,,,,,,,156.64,111.15
SHHARICH,/company/524336/,524336,9.19,,,,,,,156.34,247.65
MSL,/company/MSL/consolidated/,MSL,7.75,,,,,,,156.16,142.22
INDOUS,/company/INDOUS/,INDOUS,11.87,,,,,,,155.36,77.48
INFOLLION,/company/INFOLLION/,INFOLLION,6.59,,,,,,,155.11,159.80
SURANI,/company/SURANI/,SURANI,69.85,,,,,,,155.01,99.70
VASWANI,/company/VASWANI/,VASWANI,9.11,,,,,,,154.88,47.01
APOLLOFI,/company/512437/,512437,11.22,,,,,,,154.85,414.85
PARNAXLAB,/company/PARNAXLAB/consolidated/,PARNAXLAB,8.45,,,,,,,154.83,134.80
GUJINTRX,/company/517372/,517372,9.45,,,,,,,154.71,450.35
RAJPUTANA,/company/RAJPUTANA/consolidated/,RAJPUTANA,11.22,,,,,,,154.70,219.95
BTML,/company/BTML/consolidated/,BTML,9.56,,,,,,,154.62,8.51
HBGHOTELS,/company/537839/consolidated/,537839,68.40,,,,,,,154.59,75.34
GTTDATA,/company/530457/consolidated/,530457,2107.67,,,,,,,154.57,40.47
CHLLTD,/company/532992/consolidated/,532992,7.09,,,,,,,154.53,28.19
AARTECH,/company/AARTECH/consolidated/,AARTECH,18.09,,,,,,,154.53,48.64
GATECH,/company/GATECH/,GATECH,12.22,,,,,,,154.49,0.91
NEPHROCARE,/company/NEPHROCARE/,NEPHROCARE,14.98,,,,,,,154.23,93.55
BDI,/company/544468/consolidated/,544468,9.21,,,,,,,154.18,108.50
GALAGEX,/company/531911/,531911,-1282.67,,,,,,,154.14,97.00
INDTERRAIN,/company/INDTERRAIN/,INDTERRAIN,5.32,,,,,,,154.13,30.42
GREENCHEF,/company/GREENCHEF/,GREENCHEF,320.95,,,,,,,154.06,66.20
LAL,/company/LAL/,LAL,17.68,,,,,,,153.91,8.91
TRADWIN,/company/509953/consolidated/,509953,24.46,,,,,,,153.75,512.50
DHPIND,/company/531306/,531306,8.13,,,,,,,153.62,512.05
TARMAT,/company/TARMAT/consolidated/,TARMAT,15.53,,,,,,,153.47,61.23
CANARYS,/company/CANARYS/consolidated/,CANARYS,6.51,,,,,,,153.32,26.10
PATELSAI,/company/517417/,517417,9.29,,,,,,,153.03,279.75
BRADYM,/company/505690/,505690,18.59,,,,,,,152.51,677.80
DENEERS,/company/DENEERS/consolidated/,DENEERS,5.77,,,,,,,152.42,172.30
INCREDIBLE,/company/INCREDIBLE/,INCREDIBLE,6.92,,,,,,,152.17,32.54
MAIDEN,/company/543874/,543874,12.73,,,,,,,152.07,107.00
JYOTI,/company/504076/consolidated/,504076,11.23,,,,,,,151.95,65.80
Vinod Texworld,/company/id/1286157/,id,9.30,,,,,,,151.88,
REXPIPES,/company/REXPIPES/,REXPIPES,17.35,,,,,,,151.81,160.65
OSWALOR,/company/531065/,531065,-39.18,,,,,,,151.77,117.45
STARIMAGIN,/company/544482/consolidated/,544482,3.54,,,,,,,151.76,87.12
REFEXRENEW,/company/531260/consolidated/,531260,16.86,,,,,,,151.74,337.35
PRIMAPLA,/company/530589/consolidated/,530589,3.75,,,,,,,151.59,137.80
TEJA,/company/TEJA/,TEJA,15.70,,,,,,,151.48,236.05
KARBON,/company/544511/,544511,5.61,,,,,,,151.32,107.00
KESARPE,/company/524174/,524174,15.22,,,,,,,151.21,13.54
ACEMEN,/company/539661/consolidated/,539661,419.69,,,,,,,151.10,117.00
BEACON,/company/BEACON/consolidated/,BEACON,11.91,,,,,,,151.02,83.60
SPCL,/company/SPCL/consolidated/,SPCL,8.39,,,,,,,150.96,62.60
MKPL,/company/MKPL/,MKPL,21.59,,,,,,,150.90,4.02
SECMARK,/company/SECMARK/,SECMARK,13.89,,,,,,,150.85,144.40
AVIENCE,/company/AVIENCE/consolidated/,AVIENCE,11.61,,,,,,,150.84,275.00
MAHAPEXLTD,/company/MAHAPEXLTD/consolidated/,MAHAPEXLTD,-5.51,,,,,,,150.81,53.51
PML,/company/PML/consolidated/,PML,1.76,,,,,,,150.75,488.80
SRTL,/company/SRTL/,SRTL,3.96,,,,,,,150.75,37.71
BARFLEX,/company/BARFLEX/consolidated/,BARFLEX,23.67,,,,,,,150.72,60.90
SNL,/company/505827/,505827,8.17,,,,,,,150.57,417.10
PROFINC,/company/511557/,511557,-662.86,,,,,,,150.52,2.54
KORE,/company/KORE/,KORE,10.90,,,,,,,150.11,123.80
FILATFASH,/company/FILATFASH/consolidated/,FILATFASH,44.88,,,,,,,150.01,0.18
ONEINDIG,/company/544852/consolidated/,544852,14.99,,,,,,,149.66,137.00
CLSL,/company/CLSL/,CLSL,10.87,,,,,,,149.55,87.25
ATHARVA,/company/544812/,544812,13.89,,,,,,,149.54,88.75
SWADPOL,/company/503816/,503816,18.81,,,,,,,149.49,38.33
FOCUS,/company/543312/,543312,87.92,,,,,,,149.39,205.00
LGBFORGE,/company/533007/,533007,42.73,,,,,,,149.35,6.27
JSTL,/company/538837/consolidated/,538837,10.49,,,,,,,149.20,74.30
KAMOPAINTS,/company/KAMOPAINTS/consolidated/,KAMOPAINTS,32.74,,,,,,,149.04,4.53
SHRITECH,/company/SHRITECH/,SHRITECH,5.19,,,,,,,148.58,59.55
IKOMA,/company/531997/,531997,-184.56,,,,,,,148.37,63.95
DELPHIFX,/company/DELPHIFX/consolidated/,DELPHIFX,7.51,,,,,,,148.14,6.04
LAKSHMIEW,/company/505302/,505302,26.01,,,,,,,148.01,2213.20
AEL,/company/539196/,539196,10.63,,,,,,,148.00,116.90
LAPL,/company/544863/,544863,10.56,,,,,,,147.80,117.90
LIPPISYS,/company/526604/,526604,24.88,,,,,,,147.14,210.20
AVAILFC,/company/531310/consolidated/,531310,408.36,,,,,,,147.04,144.10
GVPTECH,/company/GVPTECH/,GVPTECH,-1.22,,,,,,,147.03,8.05
DOLLEX,/company/DOLLEX/,DOLLEX,17.60,,,,,,,147.01,36.80
SHARVAYA,/company/544506/,544506,8.45,,,,,,,146.94,146.50
UPSURGE,/company/531390/,531390,8.53,,,,,,,146.46,66.81
OWAIS,/company/OWAIS/,OWAIS,20.43,,,,,,,146.28,80.45
OSIAJEE,/company/540198/consolidated/,540198,24.53,,,,,,,146.07,270.50
KVFORGE,/company/513369/,513369,10.43,,,,,,,145.50,133.00
AVPINFRA,/company/AVPINFRA/,AVPINFRA,4.31,,,,,,,145.50,58.25
RELIABLE,/company/RELIABLE/consolidated/,RELIABLE,8.56,,,,,,,145.39,140.88
GVELECTRIC,/company/544859/,544859,8.54,,,,,,,145.33,128.85
INDOWIND,/company/INDOWIND/consolidated/,INDOWIND,10.64,,,,,,,145.22,9.02
TUNWAL,/company/TUNWAL/,TUNWAL,7.75,,,,,,,144.81,25.10
BRIGHTBR,/company/BRIGHTBR/consolidated/,BRIGHTBR,7.02,,,,,,,144.73,254.80
Fly-Hi Maritime,/company/id/1286143/,id,11.86,,,,,,,144.64,
SHBAJRG,/company/SHBAJRG/consolidated/,SHBAJRG,27.90,,,,,,,144.60,160.67
SHIGAN,/company/SHIGAN/,SHIGAN,9.61,,,,,,,144.53,71.10
DGCONTENT,/company/DGCONTENT/consolidated/,DGCONTENT,5.78,,,,,,,144.48,24.83
CHOKSI,/company/530427/,530427,17.06,,,,,,,144.18,252.90
GENXAI,/company/GENXAI/consolidated/,GENXAI,6.33,,,,,,,144.09,80.30
GLOBOFFS,/company/501848/consolidated/,501848,14.09,,,,,,,144.04,46.81
SHRAAITECH,/company/543976/,543976,11.45,,,,,,,143.85,23.60
DCM,/company/DCM/consolidated/,DCM,13.58,,,,,,,143.84,77.01
BRNL,/company/BRNL/consolidated/,BRNL,-2.44,,,,,,,143.72,17.12
CRAZY,/company/544807/consolidated/,544807,10.71,,,,,,,143.63,60.00
CALSOFT,/company/CALSOFT/consolidated/,CALSOFT,6.88,,,,,,,143.57,40.98
IBLFL,/company/IBLFL/,IBLFL,19.82,,,,,,,143.44,58.00
SURJIND,/company/526211/consolidated/,526211,21.39,,,,,,,143.31,61.02
AVIANSH,/company/AVIANSH/,AVIANSH,25.93,,,,,,,143.26,102.50
SHANTIINOR,/company/SHANTIINOR/,SHANTIINOR,10.15,,,,,,,143.15,
TIPSFILMS,/company/TIPSFILMS/,TIPSFILMS,-6.44,,,,,,,143.09,331.00
SUPTANERY,/company/SUPTANERY/consolidated/,SUPTANERY,9.55,,,,,,,143.06,13.25
KRITIKA,/company/KRITIKA/,KRITIKA,11.12,,,,,,,142.99,5.37
KAIRA,/company/504840/,504840,18.67,,,,,,,142.71,1547.65
WIPL,/company/WIPL/consolidated/,WIPL,41.12,,,,,,,142.58,167.99
PRAMARA,/company/PRAMARA/consolidated/,PRAMARA,8.54,,,,,,,142.58,102.25
SALONA,/company/SALONA/,SALONA,9.17,,,,,,,142.06,269.95
ALPHAIND,/company/543937/,543937,18.34,,,,,,,141.73,139.10
LEXGLOBAL,/company/512345/consolidated/,512345,194.59,,,,,,,141.55,141.55
HPIL,/company/HPIL/,HPIL,20.92,,,,,,,141.37,123.75
AERON,/company/AERON/,AERON,7.61,,,,,,,141.27,83.00
ENS,/company/544876/,544876,11.55,,,,,,,141.25,103.90
ABATEAS,/company/531658/consolidated/,531658,9.06,,,,,,,140.90,8.94
HRHYGIENE,/company/544848/,544848,8.52,,,,,,,140.81,62.00
PJL,/company/539401/,539401,6.75,,,,,,,140.30,325.00
SUPREME,/company/SUPREME/consolidated/,SUPREME,96.87,,,,,,,140.17,36.27
QUESTLAB,/company/QUESTLAB/,QUESTLAB,7.12,,,,,,,140.11,85.50
BALAXI,/company/BALAXI/consolidated/,BALAXI,14.48,,,,,,,140.06,25.37
LLOYDS,/company/LLOYDS/,LLOYDS,66.20,,,,,,,139.98,58.00
RAJINDLTD,/company/RAJINDLTD/,RAJINDLTD,6.45,,,,,,,139.95,63.00
OSWALSUG,/company/500319/,500319,2.58,,,,,,,139.92,80.52
SADBHAV,/company/SADBHAV/consolidated/,SADBHAV,5.22,,,,,,,139.83,8.15
LAMBODHARA,/company/LAMBODHARA/,LAMBODHARA,5.40,,,,,,,139.76,134.67
BALPHARMA,/company/BALPHARMA/consolidated/,BALPHARMA,8.24,,,,,,,139.67,87.73
PANCHSHEEL,/company/531726/,531726,8.57,,,,,,,139.62,106.00
EASTINDIA,/company/523874/,523874,9.74,,,,,,,139.44,94.38
CCME,/company/514336/,514336,-122.90,,,,,,,139.37,30.80
ATVPROJ,/company/500028/,500028,20.15,,,,,,,139.27,26.22
RAAMA,/company/538540/,538540,12.48,,,,,,,139.11,17.14
SIDDHIKA,/company/SIDDHIKA/,SIDDHIKA,9.91,,,,,,,139.03,225.00
KIMIABL,/company/530313/,530313,11.54,,,,,,,138.48,29.27
ZEAL,/company/539963/,539963,6.77,,,,,,,138.29,10.97
ESPRIT,/company/ESPRIT/consolidated/,ESPRIT,20.42,,,,,,,138.25,63.00
ZAPPFRESH,/company/544568/,544568,5.93,,,,,,,138.18,62.00
KANELOIL,/company/500236/,500236,-600.70,,,,,,,138.02,87.63
POLSON,/company/507645/,507645,9.98,,,,,,,138.00,11500.00
STARDELTA,/company/539255/,539255,8.00,,,,,,,137.93,459.75
CALLISTA,/company/539335/,539335,-1403.50,,,,,,,137.76,144.30
ZBINTXPP,/company/523054/,523054,12.40,,,,,,,137.46,1936.00
